orderDate,orderDate_Year,orderDate_Quarter,orderDate_Month,orderDate_Week,orderDate_Date,fiscalMonth,fiscalQuart,fiscalWeek,fiscalYear
06/21/08,2008,2,6,25,21,3,1,12,2008
01/17/07,2007,1,1,3,17,10,4,42,2006
10/05/05,2005,4,10,41,5,7,3,28,2005
10/05/05,2005,4,10,41,5,7,3,28,2005
03/06/09,2009,1,3,10,6,12,4,49,2008
03/06/09,2009,1,3,10,6,12,4,49,2008
03/13/09,2009,1,3,11,13,12,4,50,2008
07/24/05,2005,3,7,31,24,4,2,18,2005
12/30/06,2006,4,12,52,30,9,3,39,2006
03/23/09,2009,1,3,13,23,12,4,0,2008
03/17/09,2009,1,3,12,17,12,4,51,2008
09/27/05,2005,3,9,40,27,6,2,27,2005
01/17/07,2007,1,1,3,17,10,4,42,2006
01/17/07,2007,1,1,3,17,10,4,42,2006
04/07/07,2007,2,4,14,7,1,1,1,2007
04/17/10,2010,2,4,16,17,1,1,3,2010
04/17/10,2010,2,4,16,17,1,1,3,2010
04/14/10,2010,2,4,16,14,1,1,3,2010
04/14/10,2010,2,4,16,14,1,1,3,2010
09/25/05,2005,3,9,40,25,6,2,27,2005
04/15/10,2010,2,4,16,15,1,1,3,2010
04/21/10,2010,2,4,17,21,1,1,4,2010
09/07/05,2005,3,9,37,7,6,2,24,2005
09/07/05,2005,3,9,37,7,6,2,24,2005
02/06/07,2007,1,2,6,6,11,4,45,2006
09/11/06,2006,3,9,37,11,6,2,24,2006
09/07/06,2006,3,9,36,7,6,2,23,2006
09/07/06,2006,3,9,36,7,6,2,23,2006
09/07/06,2006,3,9,36,7,6,2,23,2006
09/04/06,2006,3,9,36,4,6,2,23,2006
09/16/06,2006,3,9,37,16,6,2,24,2006
09/03/06,2006,3,9,36,3,6,2,23,2006
09/03/06,2006,3,9,36,3,6,2,23,2006
09/03/06,2006,3,9,36,3,6,2,23,2006
09/03/06,2006,3,9,36,3,6,2,23,2006
09/16/06,2006,3,9,37,16,6,2,24,2006
08/24/06,2006,3,8,34,24,5,2,21,2006
09/05/06,2006,3,9,36,5,6,2,23,2006
09/05/06,2006,3,9,36,5,6,2,23,2006
09/09/06,2006,3,9,36,9,6,2,23,2006
09/09/06,2006,3,9,36,9,6,2,23,2006
09/09/06,2006,3,9,36,9,6,2,23,2006
02/09/05,2005,1,2,7,9,11,4,46,2004
02/09/05,2005,1,2,7,9,11,4,46,2004
02/09/05,2005,1,2,7,9,11,4,46,2004
02/16/05,2005,1,2,8,16,11,4,47,2004
02/04/05,2005,1,2,6,4,11,4,45,2004
02/04/05,2005,1,2,6,4,11,4,45,2004
02/22/07,2007,1,2,8,22,11,4,47,2006
09/16/07,2007,3,9,38,16,6,2,25,2007
09/16/07,2007,3,9,38,16,6,2,25,2007
01/05/07,2007,1,1,1,5,10,4,40,2006
01/05/07,2007,1,1,1,5,10,4,40,2006
05/21/07,2007,2,5,21,21,2,1,8,2007
05/21/07,2007,2,5,21,21,2,1,8,2007
06/02/07,2007,2,6,22,2,3,1,9,2007
06/02/07,2007,2,6,22,2,3,1,9,2007
01/16/07,2007,1,1,3,16,10,4,42,2006
01/19/07,2007,1,1,3,19,10,4,42,2006
05/14/07,2007,2,5,20,14,2,1,7,2007
01/25/07,2007,1,1,4,25,10,4,43,2006
01/25/07,2007,1,1,4,25,10,4,43,2006
01/11/07,2007,1,1,2,11,10,4,41,2006
08/24/08,2008,3,8,35,24,5,2,22,2008
06/09/05,2005,2,6,24,9,3,1,11,2005
06/09/05,2005,2,6,24,9,3,1,11,2005
05/25/05,2005,2,5,22,25,2,1,9,2005
05/25/05,2005,2,5,22,25,2,1,9,2005
05/25/05,2005,2,5,22,25,2,1,9,2005
05/31/05,2005,2,5,23,31,2,1,10,2005
05/19/05,2005,2,5,21,19,2,1,8,2005
09/16/05,2005,3,9,38,16,6,2,25,2005
05/21/05,2005,2,5,21,21,2,1,8,2005
03/31/10,2010,1,3,14,31,12,4,1,2009
03/31/10,2010,1,3,14,31,12,4,1,2009
05/29/05,2005,2,5,23,29,2,1,10,2005
09/28/08,2008,3,9,40,28,6,2,27,2008
09/28/08,2008,3,9,40,28,6,2,27,2008
10/13/08,2008,4,10,42,13,7,3,29,2008
10/12/08,2008,4,10,42,12,7,3,29,2008
09/13/08,2008,3,9,37,13,6,2,24,2008
09/13/08,2008,3,9,37,13,6,2,24,2008
09/13/08,2008,3,9,37,13,6,2,24,2008
09/16/08,2008,3,9,38,16,6,2,25,2008
10/01/08,2008,4,10,40,1,7,3,27,2008
07/29/05,2005,3,7,31,29,4,2,18,2005
07/29/05,2005,3,7,31,29,4,2,18,2005
09/26/08,2008,3,9,39,26,6,2,26,2008
07/22/10,2010,3,7,30,22,4,2,17,2010
08/12/10,2010,3,8,33,12,5,2,20,2010
08/12/10,2010,3,8,33,12,5,2,20,2010
08/12/10,2010,3,8,33,12,5,2,20,2010
08/12/10,2010,3,8,33,12,5,2,20,2010
03/25/05,2005,1,3,13,25,12,4,0,2004
03/25/05,2005,1,3,13,25,12,4,0,2004
08/15/10,2010,3,8,34,15,5,2,21,2010
08/15/10,2010,3,8,34,15,5,2,21,2010
03/02/10,2010,1,3,10,2,12,4,49,2009
04/02/10,2010,2,4,14,2,1,1,1,2010
04/02/10,2010,2,4,14,2,1,1,1,2010
09/06/07,2007,3,9,36,6,6,2,23,2007
09/06/07,2007,3,9,36,6,6,2,23,2007
06/13/05,2005,2,6,25,13,3,1,12,2005
06/13/05,2005,2,6,25,13,3,1,12,2005
09/24/08,2008,3,9,39,24,6,2,26,2008
09/18/08,2008,3,9,38,18,6,2,25,2008
09/10/08,2008,3,9,37,10,6,2,24,2008
08/29/08,2008,3,8,35,29,5,2,22,2008
08/29/08,2008,3,8,35,29,5,2,22,2008
09/21/08,2008,3,9,39,21,6,2,26,2008
09/21/08,2008,3,9,39,21,6,2,26,2008
06/19/05,2005,2,6,26,19,3,1,13,2005
06/19/05,2005,2,6,26,19,3,1,13,2005
06/19/05,2005,2,6,26,19,3,1,13,2005
06/07/05,2005,2,6,24,7,3,1,11,2005
06/07/05,2005,2,6,24,7,3,1,11,2005
06/24/05,2005,2,6,26,24,3,1,13,2005
06/24/05,2005,2,6,26,24,3,1,13,2005
06/20/05,2005,2,6,26,20,3,1,13,2005
06/20/05,2005,2,6,26,20,3,1,13,2005
06/20/05,2005,2,6,26,20,3,1,13,2005
09/28/08,2008,3,9,40,28,6,2,27,2008
09/25/09,2009,3,9,39,25,6,2,26,2009
09/01/05,2005,3,9,36,1,6,2,23,2005
10/01/09,2009,4,10,40,1,7,3,27,2009
10/01/09,2009,4,10,40,1,7,3,27,2009
08/29/05,2005,3,8,36,29,5,2,23,2005
08/29/05,2005,3,8,36,29,5,2,23,2005
08/22/05,2005,3,8,35,22,5,2,22,2005
09/05/05,2005,3,9,37,5,6,2,24,2005
09/05/05,2005,3,9,37,5,6,2,24,2005
08/26/05,2005,3,8,35,26,5,2,22,2005
08/26/05,2005,3,8,35,26,5,2,22,2005
08/26/05,2005,3,8,35,26,5,2,22,2005
08/26/05,2005,3,8,35,26,5,2,22,2005
01/05/09,2009,1,1,2,5,10,4,41,2008
01/05/09,2009,1,1,2,5,10,4,41,2008
08/31/05,2005,3,8,36,31,5,2,23,2005
08/31/05,2005,3,8,36,31,5,2,23,2005
08/31/05,2005,3,8,36,31,5,2,23,2005
09/21/09,2009,3,9,39,21,6,2,26,2009
09/21/09,2009,3,9,39,21,6,2,26,2009
01/07/08,2008,1,1,2,7,10,4,41,2007
01/07/08,2008,1,1,2,7,10,4,41,2007
11/04/07,2007,4,11,45,4,8,3,32,2007
08/10/05,2005,3,8,33,10,5,2,20,2005
08/10/05,2005,3,8,33,10,5,2,20,2005
03/31/08,2008,1,3,14,31,12,4,1,2007
03/24/08,2008,1,3,13,24,12,4,0,2007
03/24/08,2008,1,3,13,24,12,4,0,2007
05/02/06,2006,2,5,18,2,2,1,5,2006
07/11/07,2007,3,7,28,11,4,2,15,2007
07/11/07,2007,3,7,28,11,4,2,15,2007
03/27/08,2008,1,3,13,27,12,4,0,2007
03/12/08,2008,1,3,11,12,12,4,50,2007
03/31/08,2008,1,3,14,31,12,4,1,2007
03/31/08,2008,1,3,14,31,12,4,1,2007
03/26/08,2008,1,3,13,26,12,4,0,2007
04/15/08,2008,2,4,16,15,1,1,3,2008
04/07/08,2008,2,4,15,7,1,1,2,2008
04/07/08,2008,2,4,15,7,1,1,2,2008
03/21/08,2008,1,3,12,21,12,4,51,2007
03/21/08,2008,1,3,12,21,12,4,51,2007
01/10/08,2008,1,1,2,10,10,4,41,2007
11/19/08,2008,4,11,47,19,8,3,34,2008
02/01/08,2008,1,2,5,1,11,4,44,2007
02/01/08,2008,1,2,5,1,11,4,44,2007
02/01/08,2008,1,2,5,1,11,4,44,2007
02/01/08,2008,1,2,5,1,11,4,44,2007
01/15/06,2006,1,1,3,15,10,4,42,2005
01/18/08,2008,1,1,3,18,10,4,42,2007
01/18/06,2006,1,1,3,18,10,4,42,2005
06/28/09,2009,2,6,27,28,3,1,14,2009
07/17/09,2009,3,7,29,17,4,2,16,2009
03/20/10,2010,1,3,12,20,12,4,51,2009
04/18/10,2010,2,4,17,18,1,1,4,2010
06/23/09,2009,2,6,26,23,3,1,13,2009
06/25/09,2009,2,6,26,25,3,1,13,2009
03/23/10,2010,1,3,13,23,12,4,0,2009
03/23/10,2010,1,3,13,23,12,4,0,2009
03/23/10,2010,1,3,13,23,12,4,0,2009
03/28/10,2010,1,3,14,28,12,4,1,2009
03/28/10,2010,1,3,14,28,12,4,1,2009
03/13/10,2010,1,3,11,13,12,4,50,2009
04/05/10,2010,2,4,15,5,1,1,2,2010
04/05/10,2010,2,4,15,5,1,1,2,2010
04/05/10,2010,2,4,15,5,1,1,2,2010
03/20/10,2010,1,3,12,20,12,4,51,2009
03/20/10,2010,1,3,12,20,12,4,51,2009
04/19/05,2005,2,4,17,19,1,1,4,2005
04/19/05,2005,2,4,17,19,1,1,4,2005
04/02/05,2005,2,4,14,2,1,1,1,2005
03/24/05,2005,1,3,13,24,12,4,0,2004
03/24/05,2005,1,3,13,24,12,4,0,2004
04/12/05,2005,2,4,16,12,1,1,3,2005
03/28/05,2005,1,3,14,28,12,4,1,2004
04/12/05,2005,2,4,16,12,1,1,3,2005
04/19/05,2005,2,4,17,19,1,1,4,2005
04/27/05,2005,2,4,18,27,1,1,5,2005
04/27/05,2005,2,4,18,27,1,1,5,2005
04/27/05,2005,2,4,18,27,1,1,5,2005
10/29/08,2008,4,10,44,29,7,3,31,2008
10/15/08,2008,4,10,42,15,7,3,29,2008
10/15/08,2008,4,10,42,15,7,3,29,2008
10/25/08,2008,4,10,43,25,7,3,30,2008
11/01/08,2008,4,11,44,1,8,3,31,2008
10/27/08,2008,4,10,44,27,7,3,31,2008
02/25/10,2010,1,2,9,25,11,4,48,2009
02/25/10,2010,1,2,9,25,11,4,48,2009
02/16/10,2010,1,2,8,16,11,4,47,2009
09/17/08,2008,3,9,38,17,6,2,25,2008
02/11/10,2010,1,2,7,11,11,4,46,2009
02/11/10,2010,1,2,7,11,11,4,46,2009
10/10/08,2008,4,10,41,10,7,3,28,2008
10/10/08,2008,4,10,41,10,7,3,28,2008
02/03/10,2010,1,2,6,3,11,4,45,2009
01/23/07,2007,1,1,4,23,10,4,43,2006
01/23/07,2007,1,1,4,23,10,4,43,2006
01/29/07,2007,1,1,5,29,10,4,44,2006
01/29/07,2007,1,1,5,29,10,4,44,2006
01/29/07,2007,1,1,5,29,10,4,44,2006
10/17/08,2008,4,10,42,17,7,3,29,2008
10/17/08,2008,4,10,42,17,7,3,29,2008
10/17/08,2008,4,10,42,17,7,3,29,2008
10/17/08,2008,4,10,42,17,7,3,29,2008
04/26/06,2006,2,4,17,26,1,1,4,2006
11/08/08,2008,4,11,45,8,8,3,32,2008
11/08/08,2008,4,11,45,8,8,3,32,2008
11/08/08,2008,4,11,45,8,8,3,32,2008
01/22/07,2007,1,1,4,22,10,4,43,2006
01/22/07,2007,1,1,4,22,10,4,43,2006
02/02/07,2007,1,2,5,2,11,4,44,2006
11/30/06,2006,4,11,48,30,8,3,35,2006
02/16/10,2010,1,2,8,16,11,4,47,2009
01/18/07,2007,1,1,3,18,10,4,42,2006
01/18/07,2007,1,1,3,18,10,4,42,2006
10/01/08,2008,4,10,40,1,7,3,27,2008
10/01/08,2008,4,10,40,1,7,3,27,2008
02/19/10,2010,1,2,8,19,11,4,47,2009
01/15/08,2008,1,1,3,15,10,4,42,2007
03/03/07,2007,1,3,9,3,12,4,48,2006
03/03/07,2007,1,3,9,3,12,4,48,2006
03/03/07,2007,1,3,9,3,12,4,48,2006
11/18/09,2009,4,11,47,18,8,3,34,2009
11/28/09,2009,4,11,48,28,8,3,35,2009
04/05/07,2007,2,4,14,5,1,1,1,2007
11/17/09,2009,4,11,47,17,8,3,34,2009
11/23/06,2006,4,11,47,23,8,3,34,2006
11/23/06,2006,4,11,47,23,8,3,34,2006
11/23/06,2006,4,11,47,23,8,3,34,2006
11/23/06,2006,4,11,47,23,8,3,34,2006
12/05/06,2006,4,12,49,5,9,3,36,2006
10/24/08,2008,4,10,43,24,7,3,30,2008
04/02/09,2009,2,4,14,2,1,1,1,2009
10/22/08,2008,4,10,43,22,7,3,30,2008
04/17/09,2009,2,4,16,17,1,1,3,2009
04/03/09,2009,2,4,14,3,1,1,1,2009
04/03/09,2009,2,4,14,3,1,1,1,2009
04/03/09,2009,2,4,14,3,1,1,1,2009
09/11/05,2005,3,9,38,11,6,2,25,2005
09/11/05,2005,3,9,38,11,6,2,25,2005
03/13/09,2009,1,3,11,13,12,4,50,2008
03/13/09,2009,1,3,11,13,12,4,50,2008
03/27/09,2009,1,3,13,27,12,4,0,2008
10/12/08,2008,4,10,42,12,7,3,29,2008
10/12/08,2008,4,10,42,12,7,3,29,2008
10/28/08,2008,4,10,44,28,7,3,31,2008
07/29/10,2010,3,7,31,29,4,2,18,2010
07/29/10,2010,3,7,31,29,4,2,18,2010
07/29/10,2010,3,7,31,29,4,2,18,2010
08/18/10,2010,3,8,34,18,5,2,21,2010
08/18/10,2010,3,8,34,18,5,2,21,2010
06/10/07,2007,2,6,24,10,3,1,11,2007
06/10/07,2007,2,6,24,10,3,1,11,2007
06/10/07,2007,2,6,24,10,3,1,11,2007
10/01/08,2008,4,10,40,1,7,3,27,2008
07/31/10,2010,3,7,31,31,4,2,18,2010
08/14/10,2010,3,8,33,14,5,2,20,2010
09/29/08,2008,3,9,40,29,6,2,27,2008
09/29/08,2008,3,9,40,29,6,2,27,2008
09/29/08,2008,3,9,40,29,6,2,27,2008
10/05/08,2008,4,10,41,5,7,3,28,2008
10/05/08,2008,4,10,41,5,7,3,28,2008
10/11/08,2008,4,10,41,11,7,3,28,2008
10/11/08,2008,4,10,41,11,7,3,28,2008
08/07/10,2010,3,8,32,7,5,2,19,2010
04/06/07,2007,2,4,14,6,1,1,1,2007
02/09/06,2006,1,2,6,9,11,4,45,2005
02/14/06,2006,1,2,7,14,11,4,46,2005
09/29/10,2010,3,9,40,29,6,2,27,2010
02/11/06,2006,1,2,6,11,11,4,45,2005
02/11/06,2006,1,2,6,11,11,4,45,2005
02/11/06,2006,1,2,6,11,11,4,45,2005
06/07/07,2007,2,6,23,7,3,1,10,2007
01/30/06,2006,1,1,5,30,10,4,44,2005
09/29/09,2009,3,9,40,29,6,2,27,2009
09/29/09,2009,3,9,40,29,6,2,27,2009
03/15/09,2009,1,3,12,15,12,4,51,2008
03/15/09,2009,1,3,12,15,12,4,51,2008
03/07/05,2005,1,3,11,7,12,4,50,2004
07/16/09,2009,3,7,29,16,4,2,16,2009
07/16/09,2009,3,7,29,16,4,2,16,2009
02/13/05,2005,1,2,8,13,11,4,47,2004
02/13/05,2005,1,2,8,13,11,4,47,2004
03/08/05,2005,1,3,11,8,12,4,50,2004
03/08/05,2005,1,3,11,8,12,4,50,2004
02/19/05,2005,1,2,8,19,11,4,47,2004
02/26/05,2005,1,2,9,26,11,4,48,2004
03/11/05,2005,1,3,11,11,12,4,50,2004
07/27/08,2008,3,7,31,27,4,2,18,2008
07/27/08,2008,3,7,31,27,4,2,18,2008
03/12/05,2005,1,3,11,12,12,4,50,2004
02/19/05,2005,1,2,8,19,11,4,47,2004
05/26/10,2010,2,5,22,26,2,1,9,2010
05/26/10,2010,2,5,22,26,2,1,9,2010
05/26/10,2010,2,5,22,26,2,1,9,2010
05/10/10,2010,2,5,20,10,2,1,7,2010
05/18/10,2010,2,5,21,18,2,1,8,2010
05/18/10,2010,2,5,21,18,2,1,8,2010
05/18/10,2010,2,5,21,18,2,1,8,2010
05/18/10,2010,2,5,21,18,2,1,8,2010
02/24/07,2007,1,2,8,24,11,4,47,2006
02/24/07,2007,1,2,8,24,11,4,47,2006
01/05/06,2006,1,1,1,5,10,4,40,2005
01/05/06,2006,1,1,1,5,10,4,40,2005
10/06/09,2009,4,10,41,6,7,3,28,2009
05/14/10,2010,2,5,20,14,2,1,7,2010
05/14/10,2010,2,5,20,14,2,1,7,2010
03/22/08,2008,1,3,12,22,12,4,51,2007
03/22/08,2008,1,3,12,22,12,4,51,2007
03/12/08,2008,1,3,11,12,12,4,50,2007
02/25/08,2008,1,2,9,25,11,4,48,2007
02/27/08,2008,1,2,9,27,11,4,48,2007
03/19/08,2008,1,3,12,19,12,4,51,2007
03/19/08,2008,1,3,12,19,12,4,51,2007
03/15/08,2008,1,3,11,15,12,4,50,2007
03/15/08,2008,1,3,11,15,12,4,50,2007
03/02/08,2008,1,3,10,2,12,4,49,2007
12/20/09,2009,4,12,52,20,9,3,39,2009
04/19/06,2006,2,4,16,19,1,1,3,2006
02/23/07,2007,1,2,8,23,11,4,47,2006
02/18/07,2007,1,2,8,18,11,4,47,2006
03/23/08,2008,1,3,13,23,12,4,0,2007
03/23/08,2008,1,3,13,23,12,4,0,2007
10/24/09,2009,4,10,43,24,7,3,30,2009
10/30/09,2009,4,10,44,30,7,3,31,2009
11/17/09,2009,4,11,47,17,8,3,34,2009
02/08/07,2007,1,2,6,8,11,4,45,2006
02/08/07,2007,1,2,6,8,11,4,45,2006
02/28/07,2007,1,2,9,28,11,4,48,2006
02/28/07,2007,1,2,9,28,11,4,48,2006
02/11/09,2009,1,2,7,11,11,4,46,2008
02/11/09,2009,1,2,7,11,11,4,46,2008
02/11/09,2009,1,2,7,11,11,4,46,2008
10/02/09,2009,4,10,40,2,7,3,27,2009
10/02/09,2009,4,10,40,2,7,3,27,2009
05/11/06,2006,2,5,19,11,2,1,6,2006
02/06/07,2007,1,2,6,6,11,4,45,2006
02/04/07,2007,1,2,6,4,11,4,45,2006
02/04/07,2007,1,2,6,4,11,4,45,2006
02/24/07,2007,1,2,8,24,11,4,47,2006
02/05/07,2007,1,2,6,5,11,4,45,2006
02/17/07,2007,1,2,7,17,11,4,46,2006
03/03/07,2007,1,3,9,3,12,4,48,2006
03/03/07,2007,1,3,9,3,12,4,48,2006
03/03/07,2007,1,3,9,3,12,4,48,2006
03/03/07,2007,1,3,9,3,12,4,48,2006
09/05/07,2007,3,9,36,5,6,2,23,2007
09/08/07,2007,3,9,36,8,6,2,23,2007
08/29/07,2007,3,8,35,29,5,2,22,2007
10/28/09,2009,4,10,44,28,7,3,31,2009
09/17/07,2007,3,9,38,17,6,2,25,2007
09/17/07,2007,3,9,38,17,6,2,25,2007
09/17/07,2007,3,9,38,17,6,2,25,2007
09/25/07,2007,3,9,39,25,6,2,26,2007
09/16/07,2007,3,9,38,16,6,2,25,2007
11/06/09,2009,4,11,45,6,8,3,32,2009
11/06/09,2009,4,11,45,6,8,3,32,2009
09/17/07,2007,3,9,38,17,6,2,25,2007
09/13/07,2007,3,9,37,13,6,2,24,2007
09/13/07,2007,3,9,37,13,6,2,24,2007
04/09/07,2007,2,4,15,9,1,1,2,2007
04/17/10,2010,2,4,16,17,1,1,3,2010
11/02/09,2009,4,11,45,2,8,3,32,2009
06/06/10,2010,2,6,24,6,3,1,11,2010
10/29/07,2007,4,10,44,29,7,3,31,2007
11/01/07,2007,4,11,44,1,8,3,31,2007
11/01/07,2007,4,11,44,1,8,3,31,2007
11/05/07,2007,4,11,45,5,8,3,32,2007
10/29/07,2007,4,10,44,29,7,3,31,2007
10/27/07,2007,4,10,43,27,7,3,30,2007
10/27/07,2007,4,10,43,27,7,3,30,2007
11/12/07,2007,4,11,46,12,8,3,33,2007
03/19/08,2008,1,3,12,19,12,4,51,2007
10/28/07,2007,4,10,44,28,7,3,31,2007
10/28/07,2007,4,10,44,28,7,3,31,2007
04/14/07,2007,2,4,15,14,1,1,2,2007
04/14/07,2007,2,4,15,14,1,1,2,2007
07/06/08,2008,3,7,28,6,4,2,15,2008
07/06/08,2008,3,7,28,6,4,2,15,2008
07/06/08,2008,3,7,28,6,4,2,15,2008
07/05/08,2008,3,7,27,5,4,2,14,2008
07/05/08,2008,3,7,27,5,4,2,14,2008
06/23/08,2008,2,6,26,23,3,1,13,2008
12/20/06,2006,4,12,51,20,9,3,38,2006
06/24/08,2008,2,6,26,24,3,1,13,2008
07/12/08,2008,3,7,28,12,4,2,15,2008
07/10/09,2009,3,7,28,10,4,2,15,2009
12/25/06,2006,4,12,52,25,9,3,39,2006
01/06/07,2007,1,1,1,6,10,4,40,2006
01/06/07,2007,1,1,1,6,10,4,40,2006
06/16/05,2005,2,6,25,16,3,1,12,2005
01/07/07,2007,1,1,2,7,10,4,41,2006
12/14/06,2006,4,12,50,14,9,3,37,2006
12/14/06,2006,4,12,50,14,9,3,37,2006
01/12/07,2007,1,1,2,12,10,4,41,2006
01/12/07,2007,1,1,2,12,10,4,41,2006
02/05/09,2009,1,2,6,5,11,4,45,2008
02/05/09,2009,1,2,6,5,11,4,45,2008
02/05/09,2009,1,2,6,5,11,4,45,2008
02/05/09,2009,1,2,6,5,11,4,45,2008
06/25/05,2005,2,6,26,25,3,1,13,2005
01/06/07,2007,1,1,1,6,10,4,40,2006
01/06/07,2007,1,1,1,6,10,4,40,2006
01/05/07,2007,1,1,1,5,10,4,40,2006
06/13/05,2005,2,6,25,13,3,1,12,2005
04/12/06,2006,2,4,15,12,1,1,2,2006
04/12/06,2006,2,4,15,12,1,1,2,2006
04/12/06,2006,2,4,15,12,1,1,2,2006
07/27/09,2009,3,7,31,27,4,2,18,2009
01/01/10,2010,1,1,1,1,10,4,40,2009
04/11/07,2007,2,4,15,11,1,1,2,2007
03/31/07,2007,1,3,13,31,12,4,0,2006
03/29/07,2007,1,3,13,29,12,4,0,2006
06/04/05,2005,2,6,23,4,3,1,10,2005
04/01/07,2007,2,4,14,1,1,1,1,2007
01/25/09,2009,1,1,5,25,10,4,44,2008
01/25/09,2009,1,1,5,25,10,4,44,2008
01/25/09,2009,1,1,5,25,10,4,44,2008
01/25/09,2009,1,1,5,25,10,4,44,2008
03/02/08,2008,1,3,10,2,12,4,49,2007
04/26/07,2007,2,4,17,26,1,1,4,2007
04/26/07,2007,2,4,17,26,1,1,4,2007
04/06/07,2007,2,4,14,6,1,1,1,2007
04/06/07,2007,2,4,14,6,1,1,1,2007
12/06/06,2006,4,12,49,6,9,3,36,2006
12/06/06,2006,4,12,49,6,9,3,36,2006
12/14/06,2006,4,12,50,14,9,3,37,2006
12/14/06,2006,4,12,50,14,9,3,37,2006
12/14/06,2006,4,12,50,14,9,3,37,2006
12/04/06,2006,4,12,49,4,9,3,36,2006
11/27/06,2006,4,11,48,27,8,3,35,2006
11/27/06,2006,4,11,48,27,8,3,35,2006
12/09/04,2004,4,12,50,9,9,3,37,2004
12/25/06,2006,4,12,52,25,9,3,39,2006
12/16/06,2006,4,12,50,16,9,3,37,2006
12/16/06,2006,4,12,50,16,9,3,37,2006
07/19/09,2009,3,7,30,19,4,2,17,2009
07/15/09,2009,3,7,29,15,4,2,16,2009
07/15/09,2009,3,7,29,15,4,2,16,2009
02/19/09,2009,1,2,8,19,11,4,47,2008
02/19/09,2009,1,2,8,19,11,4,47,2008
02/19/09,2009,1,2,8,19,11,4,47,2008
02/19/09,2009,1,2,8,19,11,4,47,2008
03/20/09,2009,1,3,12,20,12,4,51,2008
03/20/09,2009,1,3,12,20,12,4,51,2008
03/19/09,2009,1,3,12,19,12,4,51,2008
10/27/06,2006,4,10,43,27,7,3,30,2006
11/24/06,2006,4,11,47,24,8,3,34,2006
10/26/06,2006,4,10,43,26,7,3,30,2006
07/28/09,2009,3,7,31,28,4,2,18,2009
07/01/09,2009,3,7,27,1,4,2,14,2009
12/01/06,2006,4,12,48,1,9,3,35,2006
12/07/06,2006,4,12,49,7,9,3,36,2006
04/11/07,2007,2,4,15,11,1,1,2,2007
04/11/07,2007,2,4,15,11,1,1,2,2007
04/11/07,2007,2,4,15,11,1,1,2,2007
04/11/07,2007,2,4,15,11,1,1,2,2007
01/07/08,2008,1,1,2,7,10,4,41,2007
12/15/07,2007,4,12,50,15,9,3,37,2007
12/04/07,2007,4,12,49,4,9,3,36,2007
12/04/07,2007,4,12,49,4,9,3,36,2007
12/18/07,2007,4,12,51,18,9,3,38,2007
12/18/07,2007,4,12,51,18,9,3,38,2007
12/18/07,2007,4,12,51,18,9,3,38,2007
12/18/07,2007,4,12,51,18,9,3,38,2007
12/31/07,2007,4,12,1,31,9,3,40,2007
12/22/04,2004,4,12,52,22,9,3,39,2004
01/20/08,2008,1,1,4,20,10,4,43,2007
10/29/08,2008,4,10,44,29,7,3,31,2008
03/23/09,2009,1,3,13,23,12,4,0,2008
02/21/08,2008,1,2,8,21,11,4,47,2007
02/21/08,2008,1,2,8,21,11,4,47,2007
01/28/09,2009,1,1,5,28,10,4,44,2008
01/28/09,2009,1,1,5,28,10,4,44,2008
01/28/09,2009,1,1,5,28,10,4,44,2008
05/02/07,2007,2,5,18,2,2,1,5,2007
05/02/07,2007,2,5,18,2,2,1,5,2007
05/02/07,2007,2,5,18,2,2,1,5,2007
05/02/07,2007,2,5,18,2,2,1,5,2007
05/01/07,2007,2,5,18,1,2,1,5,2007
05/01/07,2007,2,5,18,1,2,1,5,2007
05/08/07,2007,2,5,19,8,2,1,6,2007
05/12/07,2007,2,5,19,12,2,1,6,2007
05/12/07,2007,2,5,19,12,2,1,6,2007
05/12/07,2007,2,5,19,12,2,1,6,2007
04/25/07,2007,2,4,17,25,1,1,4,2007
06/18/07,2007,2,6,25,18,3,1,12,2007
03/03/09,2009,1,3,10,3,12,4,49,2008
02/17/09,2009,1,2,8,17,11,4,47,2008
02/26/09,2009,1,2,9,26,11,4,48,2008
02/23/09,2009,1,2,9,23,11,4,48,2008
02/11/09,2009,1,2,7,11,11,4,46,2008
03/07/09,2009,1,3,10,7,12,4,49,2008
03/07/09,2009,1,3,10,7,12,4,49,2008
02/10/09,2009,1,2,7,10,11,4,46,2008
02/08/09,2009,1,2,7,8,11,4,46,2008
05/15/05,2005,2,5,21,15,2,1,8,2005
09/03/06,2006,3,9,36,3,6,2,23,2006
09/03/06,2006,3,9,36,3,6,2,23,2006
05/01/05,2005,2,5,19,1,2,1,6,2005
04/22/05,2005,2,4,17,22,1,1,4,2005
04/22/05,2005,2,4,17,22,1,1,4,2005
04/22/05,2005,2,4,17,22,1,1,4,2005
05/13/05,2005,2,5,20,13,2,1,7,2005
05/24/05,2005,2,5,22,24,2,1,9,2005
10/12/08,2008,4,10,42,12,7,3,29,2008
08/25/06,2006,3,8,34,25,5,2,21,2006
06/10/08,2008,2,6,24,10,3,1,11,2008
07/05/08,2008,3,7,27,5,4,2,14,2008
07/05/08,2008,3,7,27,5,4,2,14,2008
07/05/08,2008,3,7,27,5,4,2,14,2008
05/10/10,2010,2,5,20,10,2,1,7,2010
05/10/10,2010,2,5,20,10,2,1,7,2010
09/17/08,2008,3,9,38,17,6,2,25,2008
